,Utterance_ID,Speaker,Utterance,Emotion,Dialogue_ID
8,9,Monica,"Oh, that. Yeah, that was pretty awkward.",neutral,1523
9,10,Rachel,"And then there was the time when I thought I had found the perfect job, but it turned out to be a disaster.",sadness,1523
10,11,Monica,"I remember that. It was tough, but you bounced back.",neutral,1523
11,12,Rachel,"I know, but it still makes me sad to think about it.",sadness,1523
12,13,Monica,"Well, the past is the past. You can't change it, but you can learn from it.",neutral,1523
13,14,Rachel,I guess you're right. It's just hard sometimes.,sadness,1523
14,15,Monica,"I know, but you're strong. You'll get through this.",neutral,1523
0,1,Rachel,I can't believe Monica's wedding is almost here. It feels like just yesterday we were playing dress-up as little girls.,sadness,1524
1,2,Chandler,"I know, it's bittersweet. We're gaining a new family member, but things will never be the same.",sadness,1524
2,3,Rachel,"And now I have to find a suitable dress for the wedding. Monica has already pre-approved a few, but I'm not sure if they suit me.",neutral,1524
3,4,Chandler,I'm sure whatever you choose will be perfect. You always look stunning.,joy,1524
4,5,Rachel,"Thanks, Chandler. I just hope I can do Monica's special day justice.",sadness,1524
0,1,Chandler,Hey Joe! You wanna shoot some hoops?,neutral,1525
1,2,Joey,"Oh no, I can’t go. I’m practicing; I got an audition to be the host of a new game show.",joy,1525
2,3,Chandler,"That's great, Joe! You've been waiting for this chance for a long time.",joy,1525
3,4,Joey,"Yeah, but I'm really nervous. What if I don't get it?",sadness,1525
4,5,Chandler,"Don't worry, you'll do great. You've got the skills and the charisma.",neutral,1525
5,6,Joey,I hope so. This could be my big break.,sadness,1525
6,7,Chandler,"And if it doesn't work out, we'll still be here supporting you. You'll get other chances.",neutral,1525
7,8,Joey,"Thanks, Chandler. I guess you're right. I just really want this one.",sadness,1525
8,9,Chandler,"And that's totally understandable. Just do your best, and don't forget to have fun!",joy,1525
9,10,Joey,You're right. I'll give it my all and see what happens.,neutral,1525
0,1,Joey,I can't believe they're really gone.,sadness,1526
1,2,Mr. Treeger,"I know it's hard, but rules are rules.",neutral,1526
2,3,Joey,But they were like family to me.,sadness,1526
3,4,Mr. Treeger,"I understand, but my hands are tied.",neutral,1526
4,5,Joey,I don't know how I'm going to tell Monica.,sadness,1526
5,6,Mr. Treeger,"It's a tough situation, but you'll get through it.",neutral,1526
0,1,Emily,I can't believe it's been a year since we lost him.,sadness,1527
1,2,Michael,"I know, it feels like just yesterday we were all together.",sadness,1527
2,3,Emily,Do you remember how he used to make us all laugh?,sadness,1527
3,4,Michael,"Yeah, I really miss that about him.",sadness,1527
4,5,Emily,I wish we could have done more to help him.,sadness,1527
5,6,Michael,"We tried our best, Emily. We were there for him when he needed us.",neutral,1527
6,7,Emily,"I know, but it doesn't make the pain any less.",sadness,1527
7,8,Michael,I know. Let's just remember the good times we shared with him.,neutral,1527
8,9,Emily,I'll never forget the laughter and joy he brought into our lives.,sadness,1527
9,10,Michael,Me too. He'll always be with us in our hearts.,neutral,1527
0,1,Emily,I can't believe it's already been a year since we last talked.,sadness,1528
1,2,David,"Time flies, doesn't it?",neutral,1528
2,3,Emily,"Yeah, it does. I really miss the times we used to have.",sadness,1528
3,4,David,"Me too, but we can always create new memories.",neutral,1528
4,5,Emily,You're right. But it's hard to let go of the past.,sadness,1528
5,6,David,"I know, but we have to keep moving forward.",neutral,1528
6,7,Emily,"I'll try my best, but it's not easy.",sadness,1528
0,1,Phoebe,I can't believe she's really gone.,sadness,1529
1,2,Chandler,"I know, it's hard to accept that we won't see her again.",sadness,1529
2,3,Customer,I remember when she used to wear that ring all the time.,sadness,1529
3,4,Phoebe,She promised it to me on her deathbed.,sadness,1529
4,5,Chandler,Let's honor her memory by keeping her belongings close to our hearts.,sadness,1529
5,6,Customer,You're right. It's a beautiful reminder of her love.,sadness,1529
0,1,Rachel,"Hey, I noticed you've been a bit down lately. Is everything okay?",neutral,1530
1,2,Monica,"Yeah, I'm just sad about my grandma. She's not doing too well.",sadness,1530
2,3,Rachel,"Oh, I'm so sorry to hear that. How can I help?",sadness,1530
3,4,Monica,"Thanks, Rach. It's just hard seeing her like this.",sadness,1530
4,5,Chandler,"Hey, I heard about your grandma. I'm really sorry.",sadness,1530
5,6,Monica,"Thanks, Chandler. It means a lot to have your support.",sadness,1530
6,7,Ross,"Monica, I know we haven't always gotten along, but I want you to know that I'm here for you.",sadness,1530
7,8,Monica,"I appreciate that, Ross. It really helps to have all of you here for me.",sadness,1530
8,9,Phoebe,"Hey, Monica, do you want to come over later and we can make some of your grandma's recipes together?",neutral,1530
9,10,Monica,"That sounds great, Pheebs. I think that would really help me feel closer to her.",sadness,1530
10,11,Rachel,And we can all share our favorite memories of her. It'll be like a little celebration of her life.,sadness,1530
11,12,Monica,You guys are the best. I don't know what I'd do without you.,sadness,1530
0,1,Monica,"Why did you have to leave us, Chandler?",sadness,1531
1,2,Phoebe,"I know, it's been really hard without him.",sadness,1531
2,3,Joey,I miss the way he used to make us laugh.,sadness,1531
3,4,Monica,"Me too, but we have to keep moving forward.",sadness,1531
4,5,Phoebe,"You're right, we can't let his absence tear us apart.",sadness,1531
5,6,Joey,"I'll try to be more helpful around the apartment, like Chandler was.",sadness,1531
6,7,Monica,"That would be great, Joey. I'm sure Chandler would appreciate it.",sadness,1531
7,8,Phoebe,And we'll always have our memories of him.,sadness,1531
0,1,Alice,I can't believe he's gone.,sadness,1532
1,2,Bob,"I know, it's so hard to accept.",sadness,1532
2,3,Alice,We'll never forget the memories we shared.,sadness,1532
3,4,Bob,"Yes, he'll always be in our hearts.",sadness,1532
0,1,Joey,I can't believe she stood me up tonight.,sadness,1533
1,2,Chandler,"I'm really sorry, man. I know how much you were looking forward to this.",sadness,1533
2,3,Joey,"Yeah, me too. I guess it's just not meant to be.",sadness,1533
3,4,Chandler,"Hey, don't give up hope. There will be other opportunities.",neutral,1533
4,5,Joey,"I don't know, Chandler. It feels like I've been striking out a lot lately.",sadness,1533
5,6,Chandler,"I understand, but don't let this get you down. You're a great guy, and the right person will see that.",neutral,1533
6,7,Joey,"Thanks, man. I appreciate that.",neutral,1533
7,8,Chandler,No problem. Why don't we do something to take your mind off of it?,neutral,1533
8,9,Joey,I don't know. I'm not really in the mood for anything.,sadness,1533
9,10,Chandler,"I get that, but sitting around and feeling sad won't help. Come on, let's go grab some pizza or something.",neutral,1533
0,1,Joey,"Hey, Chandler, why do you look so down?",sadness,1534
1,2,Chandler,"I have some bad news, Joey.",sadness,1534
2,3,Joey,What is it?,neutral,1534
3,4,Chandler,The role you were supposed to audition for... it's been canceled.,sadness,1534
4,5,Joey,"No, that can't be! It was my big chance!",sadness,1534
5,6,Chandler,"I'm sorry, Joey. I tried to find you to tell you earlier.",sadness,1534
6,7,Joey,I can't believe this is happening.,sadness,1534
7,8,Chandler,I went to Ross's to tell you...,neutral,1534
8,9,Chandler,I even checked the coffeehouse.,neutral,1534
9,10,Chandler,I knew how much this role meant to you.,sadness,1534
0,1,Rachel,I can't believe it's already been a year since my grandmother passed away.,sadness,1535
1,2,Monica,"I know, I miss her too. She was such a special person.",sadness,1535
2,3,Ross,She really was. I still remember the last time we all had dinner together at her house.,sadness,1535
3,4,Chandler,"Yeah, she had an incredible way of making everyone feel loved and welcomed.",sadness,1535
4,5,Joey,I can't believe it's already been a year since my grandmother passed away.,sadness,1535
5,6,Phoebe,"Time flies, doesn't it? It feels like just yesterday we were all sitting around her table, laughing and sharing stories.",sadness,1535
6,7,Rachel,I miss her cooking the most. No one could make a pie quite like her.,sadness,1535
7,8,Monica,"I've tried to recreate her recipes, but they never taste the same.",sadness,1535
8,9,Ross,"It's the little things that remind me of her the most, like the way she would tuck me in at night and tell me stories.",sadness,1535
9,10,Chandler,Or how she always had a kind word and a warm hug for everyone.,sadness,1535
10,11,Phoebe,She was really something special. We were so lucky to have her in our lives.,sadness,1535
11,12,Joey,"Yeah, she was the glue that held this family together.",sadness,1535
12,13,Rachel,I hope she knew how much we all loved her.,sadness,1535
13,14,Monica,I'm sure she did. We made sure to tell her every chance we got.,sadness,1535
14,15,Ross,We should all try to live our lives in a way that would make her proud.,sadness,1535
15,16,Chandler,"I agree. She taught us so much about love, kindness, and never giving up on our dreams.",sadness,1535
16,17,Phoebe,She was the best example of how to live a good life.,sadness,1535
17,18,Joey,I miss her so much.,sadness,1535
18,19,Rachel,"We all do, Joey. We all do.",sadness,1535
0,1,Chandler,I can't believe this is happening.,sadness,1536
1,2,Joey,It's just... it's just so hard to accept.,sadness,1536
2,3,Chandler,"I know, Joey. But we have to stay strong.",sadness,1536
3,4,Joey,"I'm trying, man. It's just... it's just so overwhelming.",sadness,1536
4,5,Chandler,I understand. We'll get through this together.,sadness,1536
0,1,Monica,I can't believe Rachel ruined the dessert. It's the one thing she was supposed to do right.,sadness,1537
1,2,Chandler,"Come on, Monica. It's not the end of the world.",neutral,1537
2,3,Monica,But it's Thanksgiving! She always makes the best desserts!,sadness,1537
3,4,Ross,"I know, but yelling at her won't fix anything.",sadness,1537
4,5,Monica,I'm just so disappointed.,sadness,1537
5,6,Chandler,"We can still have a great Thanksgiving, even without the perfect dessert.",neutral,1537
6,7,Monica,I guess you're right. It's just hard to let go of traditions.,sadness,1537
7,8,Ross,We can create new traditions. Ones that don't rely on a perfect dessert.,neutral,1537
8,9,Monica,You're right. I just wish Rachel wasn't so upset.,sadness,1537
9,10,Chandler,She'll be okay. Let's just focus on what we have now.,neutral,1537
0,1,Chandler,I can't believe they're moving away.,sadness,1538
1,2,Joey,"Yeah, it's really sad to see them go.",sadness,1538
2,3,Chandler,We've been friends for so long.,sadness,1538
3,4,Joey,"I know, but they'll always be in our hearts.",sadness,1538
4,5,Chandler,I guess you're right. They'll always be a part of us.,sadness,1538
5,6,Joey,"Exactly. And who knows, maybe we'll visit them someday.",sadness,1538
6,7,Chandler,That would be nice.,neutral,1538
7,8,Joey,"And in the meantime, we'll make new memories.",neutral,1538
8,9,Chandler,"Yeah, I guess that's all we can do.",neutral,1538
0,1,Emily,I can't believe it's been a year since we lost him.,sadness,1539
1,2,David,"I know, it feels like just yesterday we were all together.",sadness,1539
2,3,Emily,I miss him so much. I don't know how to move on.,sadness,1539
3,4,David,"It's hard, but we have to try and live our lives in a way that would make him proud.",neutral,1539
4,5,Emily,"You're right, but it's just so hard.",sadness,1539
5,6,David,"I know, but we have each other. We'll get through this together.",neutral,1539
6,7,Emily,"Thank you, David. That means a lot.",neutral,1539
7,8,David,Do you want to go for a walk? It might help clear your mind.,neutral,1539
8,9,Emily,"Yeah, that sounds nice.",neutral,1539
9,10,David,"Come on, let's go.",neutral,1539
0,1,Monica,"Do you ever feel like you're just stuck in a rut, going nowhere?",sadness,1540
1,2,Rachel,I know what you mean. Sometimes it feels like life is just passing me by.,sadness,1540
2,3,Monica,I just wish I could find someone who really understands me.,sadness,1540
3,4,Rachel,It's hard to find someone who truly gets you. I've been single for a while now.,sadness,1540
4,5,Pete,"I know it's tough, but don't give up hope. The right person will come along when you least expect it.",neutral,1540
5,6,Monica,I just don't want to be alone forever.,sadness,1540
6,7,Rachel,You won't be. We'll find you someone special.,neutral,1540
7,8,Pete,"And in the meantime, you've got us. You're never really alone.",neutral,1540
0,1,Chandler,Sometimes I wonder if I'll ever find someone who truly understands me.,sadness,1541
1,2,Shelley,I know what you mean. It's hard to connect with people on a deeper level.,sadness,1541
2,3,Chandler,"Exactly. It's like we're all just going through the motions, without any real sense of purpose.",sadness,1541
3,4,Shelley,"I used to think I had my life figured out, but now I'm not so sure.",sadness,1541
4,5,Chandler,"Same here. It's like we're all just wandering through life, hoping to stumble upon something meaningful.",sadness,1541
5,6,Shelley,I guess that's why I keep trying to set you up on dates. I just want you to find that connection.,sadness,1541
6,7,Chandler,"I appreciate that, but I'm starting to think it's just not in the cards for me.",sadness,1541
7,8,Shelley,Don't say that. We'll both find someone someday.,sadness,1541
8,9,Chandler,"Maybe. But for now, I think I'm just going to focus on being happy with who I am.",sadness,1541
9,10,Shelley,That's a good attitude to have. We'll keep each other company until then.,sadness,1541
0,1,Rachel,"I can't believe I'm going to be a mother, and I don't know the first thing about taking care of a baby.",sadness,1542
1,2,Mrs. Green,"Sweetie, it's normal to feel this way. Every new mother feels a little overwhelmed at first.",neutral,1542
2,3,Rachel,But what if I'm not good at it? What if I mess up and my baby doesn't have the life it deserves?,sadness,1542
3,4,Mrs. Green,"Rachel, you're going to be a great mother. You have so much love to give.",neutral,1542
4,5,Rachel,I just wish I could have done more to prepare. I feel like I've let my baby down before it's even born.,sadness,1542
5,6,Mrs. Green,"You've done everything you can, Rachel. Now it's time to trust yourself and your instincts.",neutral,1542
6,7,Monica,"Rachel, you're going to be an amazing mom. We're all here to support you.",neutral,1542
7,8,Ross,"Hey, Rachel, remember when you taught me how to change a diaper? You're a natural!",joy,1542
8,9,Phoebe,"Yeah, Rachel, you'll be great. And if you ever need a break, I'll be happy to babysit!",neutral,1542
0,1,Ross,I can't believe it's been a year since we lost her.,sadness,1543
1,2,Phoebe,"I know, Ross. It feels like just yesterday she was here with us.",sadness,1543
2,3,Ross,She would've been so proud of us for opening this vent.,sadness,1543
3,4,Susan,What do you see in there?,neutral,1543
4,5,Phoebe,"It's dark, but there's a glimmer of hope. Just like her spirit.",sadness,1543
5,6,Janitor,"Be careful, it's a long way down.",fear,1543
6,7,Ross,We'll be okay. We're doing this for her.,sadness,1543
7,8,Phoebe,"She'll always be with us, guiding us through the darkness.",sadness,1543
0,1,Monica,Look at that! They're going into the first-class lounge.,sadness,1544
1,2,Chandler,"Yeah, we'll never be able to afford that.",neutral,1544
2,3,Monica,It just reminds me of how much we're struggling.,sadness,1544
3,4,Chandler,"I know, but we'll get through it.",neutral,1544
4,5,Monica,Sometimes I wonder if we'll ever catch a break.,sadness,1544
5,6,Chandler,"We will, we just have to keep trying.",neutral,1544
6,7,Airline Employee,"Excuse me, this section is for first-class passengers only.",neutral,1544
7,8,Chandler,We were just leaving.,neutral,1544
8,9,Monica,"Yeah, we don't belong here anyway.",sadness,1544
9,10,Chandler,We belong wherever we want to be.,neutral,1544
10,11,Monica,But we can't afford this life.,sadness,1544
11,12,Chandler,"We'll find a way, together.",neutral,1544
0,1,Rachel,Did you know he was in there?,neutral,1545
1,2,Monica,"No, I had no idea.",sadness,1545
2,3,Chandler,How long have we been home?,neutral,1545
3,4,Monica,About a half an hour.,neutral,1545
4,5,Chandler,I can't believe he's gone.,sadness,1545
5,6,Rachel,We'll get through this together.,sadness,1545
0,1,Chip,You know where I work!,neutral,1546
1,2,Monica,I do?,neutral,1546
2,3,Chip,"The movie theatre, you used to come in all the time.",neutral,1546
3,4,Monica,You still work at the multiplex?,neutral,1546
4,5,Chip,"Yeah, I'm still there. It's not the same without you coming by.",sadness,1546
5,6,Monica,I miss those days. Things have been tough lately.,sadness,1546
6,7,Chip,I can imagine. Life has a way of changing things.,sadness,1546
7,8,Monica,I wish we could go back.,sadness,1546
8,9,Chip,Me too. But we can always make new memories.,neutral,1546
0,1,Joey,"Hey Ross, do you ever think about the times we used to have?",sadness,1547
1,2,Ross,"Yeah, those were good times.",neutral,1547
2,3,Joey,I miss those days. Everything seemed so much simpler then.,sadness,1547
3,4,Ross,I know what you mean. But we can still make new memories.,neutral,1547
4,5,Joey,I guess so. But it's hard not to feel like something's missing.,sadness,1547
5,6,Ross,"Change is hard, but we'll always have each other.",neutral,1547
6,7,Joey,"You're right. Thanks, Ross.",sadness,1547
7,8,Rachel,"Hey, you guys. What's going on?",neutral,1547
8,9,Joey,Just reminiscing about old times.,sadness,1547
9,10,Rachel,"Oh, I love those stories. Tell me more.",joy,1547
0,1,Joey,"So uh, what’s your name?",neutral,1548
1,2,Man,It's Jake.,neutral,1548
2,3,Joey,"Joey.  Hey Jake, do you like the Knicks?",neutral,1548
3,4,Jake,"Yeah, big fan.",neutral,1548
4,5,Joey,"Me too! There’s a game on Tuesday, do you wanna go?",joy,1548
5,6,Jake,"I would love to, but I can't.",sadness,1548
6,7,Joey,"Oh no, why not?",sadness,1548
7,8,Jake,"My grandma passed away recently, and I'm not really in the mood for games.",sadness,1548
8,9,Joey,"I'm so sorry to hear that, Jake. If you need someone to talk to, I'm here.",sadness,1548
0,1,Ross,I wish everyone could make it today.,sadness,1549
1,2,Ross,I know how much they would have loved to be a part of this.,sadness,1549
2,3,Ross,"Well, let's begin.",neutral,1549
3,4,Ross,The hydrosaurids were unearthed in two main locations.,neutral,1549
4,5,Ross,Here.,neutral,1549
5,6,Ross,And here.,neutral,1549
6,7,Ross,"These creatures, once so full of life, now lost to time.",sadness,1549
7,8,Ross,It's a reminder of how fleeting everything is.,sadness,1549
0,1,Monica,I can't believe he's really gone.,sadness,1550
1,2,Rachel,We'll always have the memories we shared with him.,sadness,1550
2,3,Ross,He was like a brother to me. I'm going to miss him so much.,sadness,1550
3,4,Chandler,"I'll never forget the way he could make us all laugh, even in the toughest times.",sadness,1550
4,5,Joey,He was the one who taught me how to open a beer with my butt cheeks. Now I'll always think of him when I do that.,sadness,1550
0,1,Ross,"Hey, everybody, I have some sad news to share.",sadness,1551
1,2,All,"What's going on, Ross?",sadness,1551
2,3,Ross,Our dear friend Julie in New Mexico is going through a tough time.,sadness,1551
3,4,All,That's terrible. What can we do to help?,sadness,1551
4,5,Ross,Let's send her messages of support and love.,sadness,1551
5,6,All,"We're here for you, Julie. Sending love and strength.",sadness,1551
0,1,Tony,I can't believe it's come to this. We really have to let it go.,sadness,1552
1,2,Joey,"I know, but we don't have a choice.",sadness,1552
2,3,Chandler,"I understand your attachment, but it's just a canoe.",neutral,1552
3,4,Tony,"It's not just a canoe. It's a piece of us, of our journey together.",sadness,1552
4,5,Chandler,"I'm sorry, but we need to be practical.",neutral,1552
5,6,Tony,"Sometimes, practicality hurts the most.",sadness,1552
6,7,Joey,"We'll find a way to make it work, without the canoe.",sadness,1552
7,8,Chandler,You're doing the right thing. Let's move forward.,neutral,1552
8,9,Peter,"It's a painful goodbye, but it's necessary.",sadness,1552
9,10,Joey,"We'll make new memories, without the canoe.",sadness,1552
0,1,Monica,Why did he have to leave us like this?,sadness,1553
1,2,Rachel,It's like he wanted to make us feel his pain.,sadness,1553
2,3,Chandler,I can't believe he's really gone.,sadness,1553
3,4,Joey,"At least we have each other, right?",neutral,1553
0,1,Phoebe,I can't believe Chandler is moving out.,sadness,1554
1,2,Mr. Heckles,Who's Chandler?,neutral,1554
2,3,Eric,"He's my best friend, and I'm gonna miss him a lot.",sadness,1554
3,4,Mr. Heckles,"Oh, I see. Well, I'm looking for a new roommate too.",neutral,1554
4,5,Eric,Really? I didn't know you were looking for a roommate.,surprise,1554
5,6,Mr. Heckles,"Yes, my last roommate moved out last month, and I've been feeling quite lonely since then.",sadness,1554
6,7,Phoebe,It's tough when friends move away.,sadness,1554
7,8,Eric,"Yeah, but at least we have each other now.",neutral,1554
8,9,Mr. Heckles,That's true. Maybe we can all get together sometime and have a nice dinner.,joy,1554
9,10,Phoebe,That sounds like a great idea.,neutral,1554
0,1,Firefighter No. 1,What's the situation here?,sadness,1555
1,2,Firefighter No. 2,Looks like a candle caused this fire. Such a shame.,sadness,1555
2,3,Monica,I can't believe I lost all those precious memories.,sadness,1555
3,4,Firefighter No. 3,"It's a tragic loss, but you're safe and that's what matters.",neutral,1555
4,5,Rachel,I feel so bad for the couple who lived here.,sadness,1555
5,6,Firefighter No. 2,These accidents happen more often than you'd think.,neutral,1555
0,1,Monica,I can't believe it's really over.,sadness,1556
1,2,Fake Monica,"I know, it's hard to say goodbye.",sadness,1556
2,3,Monica,I'm going to miss you so much.,sadness,1556
3,4,Fake Monica,"I'll miss you too, but you'll make new friends.",neutral,1556
4,5,Monica,But it won't be the same without you.,sadness,1556
5,6,Fake Monica,"Change is a part of life, Mon. You'll see.",neutral,1556
6,7,Monica,I just wish things could stay the same.,sadness,1556
7,8,Fake Monica,"Me too, but we can't control everything.",neutral,1556
8,9,Monica,"I know, but it's so hard to let go.",sadness,1556
9,10,Fake Monica,"I'll always be with you in spirit, Mon.",neutral,1556
0,1,Rachel,"Guys, I have some terrible news.",sadness,1557
1,2,Ross,What is it?,neutral,1557
2,3,Rachel,It's about Chandler.,sadness,1557
3,4,Monica,What happened to him?,fear,1557
4,5,Rachel,He lost his job at the bank.,sadness,1557
5,6,Joey,"Oh no, that's awful!",sadness,1557
6,7,Phoebe,I can't believe it. He was so good at his job.,sadness,1557
7,8,Ross,We need to be there for him.,neutral,1557
8,9,Monica,I agree. This must be really hard for him.,sadness,1557
9,10,Rachel,I know. Let's go check on him.,sadness,1557
0,1,Rachel,I can't believe they're really gone.,sadness,1558
1,2,Phoebe,"I know, it's so hard to accept.",sadness,1558
2,3,Rachel,"We used to have so much fun together, and now... nothing.",sadness,1558
3,4,Phoebe,"At least we have each other, and the memories.",neutral,1558
4,5,Rachel,You're right. But it still hurts.,sadness,1558
5,6,Phoebe,I know. It'll take time to heal.,sadness,1558
6,7,Rachel,I just wish I could turn back time.,sadness,1558
7,8,Phoebe,"We can't, but we can make new memories.",neutral,1558
8,9,Rachel,You're right. We have to keep moving forward.,sadness,1558
9,10,Joey,"Hey, are you guys okay?",neutral,1558
0,1,Monica,"Hello? Oh, hi Ross! I didn't expect you to call.",sadness,1559
1,2,Ross,"Hey Monica, I just wanted to check in on you.",neutral,1559
2,3,Monica,"I appreciate it, Ross. It's just been really hard lately.",sadness,1559
3,4,Ross,"I know, but you're not alone. We're all here for you.",neutral,1559
4,5,Monica,"I know, and I'm grateful for that. It's just... I miss them so much.",sadness,1559
0,1,Emily,I can't believe you would say that about my art.,sadness,1560
1,2,Alex,"I'm really sorry, I didn't mean to hurt your feelings.",sadness,1560
2,3,Emily,"It's just, I've been working so hard on it and your words really stung.",sadness,1560
3,4,Alex,"I understand, I was just trying to give constructive criticism, but I went about it the wrong way.",neutral,1560
4,5,Emily,"Well, I just don't think I want your criticism anymore.",sadness,1560
5,6,Alex,"I promise I'll be more sensitive next time, please don't give up on me as your friend.",sadness,1560
6,7,Emily,"I'm not saying that, I just need some time to myself.",sadness,1560
7,8,Alex,"OK, I respect that, I'll give you some space.",neutral,1560
0,1,Emily,I can't believe they're gone.,sadness,1561
1,2,Michael,It's been a difficult time for all of us.,sadness,1561
2,3,Emily,I miss them so much.,sadness,1561
3,4,Michael,"I know, Emily. We all do.",sadness,1561
4,5,Emily,Do you think they'll ever come back?,sadness,1561
5,6,Michael,"I'm not sure, but we have to keep living our lives.",neutral,1561
6,7,Emily,It's just not the same without them.,sadness,1561
7,8,Michael,"I agree, but we have to stay strong for each other.",neutral,1561
8,9,Emily,You're right. We'll get through this together.,sadness,1561
9,10,Michael,That's the spirit. We'll always have each other.,neutral,1561
0,1,Chandler,"Kathy! Kathy! Hi!! Kathy! Kathy! (She doesn't hear him and keeps running, Chandler starts chasing her as the theme to",sadness,1562
1,2,Kathy,"Hey, Chandler! What are you doing here?",surprise,1562
2,3,Chandler,"Oh, I just wanted to say, ""Hey!"" I haven't seen you in a while and I miss our conversations.",sadness,1562
3,4,Kathy,"I miss them too, but we've both been so busy lately.",neutral,1562
4,5,Chandler,"Yeah, but it doesn't mean I don't think about you and our times together.",sadness,1562
5,6,Kathy,I understand. Life just takes us in different directions sometimes.,sadness,1562
6,7,Chandler,"I know, but I can't help feeling a bit sad about it.",sadness,1562
7,8,Kathy,Me too. But let's make an effort to stay in touch more often.,neutral,1562
8,9,Chandler,I'd like that. Let's plan on getting together soon.,sadness,1562
9,10,Kathy,That sounds great. I'll call you next week to set something up.,neutral,1562
10,11,Chandler,Perfect. I look forward to it.,sadness,1562
11,12,Kathy,"Bye, Chandler!",neutral,1562
12,13,Chandler,"Bye, Kathy.",sadness,1562
0,1,Rachel,"All this stuff takes up a lot of room. Hey how uh, how serious are you about keeping Ben in your life?",neutral,1563
1,2,Mark,"I don't know, Rachel. I just feel so sad about the whole situation.",sadness,1563
2,3,Rachel,"I understand, it's not an easy decision.",sadness,1563
3,4,Mark,"I just don't want to lose him, but at the same time, I don't want to force him to stay either.",sadness,1563
4,5,Rachel,"It's a tough balance, but you need to do what's best for both of you.",sadness,1563
0,1,Phoebe,Do you remember when we used to watch game shows together?,sadness,1564
1,2,Rachel,"Yeah, those were good times.",sadness,1564
2,3,Phoebe,I miss those days.,sadness,1564
3,4,Ross,Why are we bringing up old memories?,sadness,1564
4,5,Rachel,Sometimes it's nice to remember the good times.,sadness,1564
5,6,Phoebe,We should all do something together again soon.,sadness,1564
6,7,Ross,"Yeah, I guess that would be nice.",sadness,1564
7,8,Rachel,"Life has been so busy lately, we need to make time for each other.",sadness,1564
0,1,Phoebe,I can't believe they broke up.,sadness,1565
1,2,Ross,"I know, it's really unexpected.",sadness,1565
2,3,Phoebe,They seemed so happy together.,sadness,1565
3,4,Joey,Sometimes things just don't work out.,neutral,1565
4,5,Ross,It's just hard to see them both hurting like this.,sadness,1565
5,6,Chandler,Maybe they'll find their way back to each other someday.,neutral,1565
6,7,Joey,"Yeah, but for now, we just have to be there for them.",neutral,1565
7,8,Phoebe,I just hope they can still be friends after all this.,sadness,1565
8,9,Ross,"That would be the best outcome, but who knows?",neutral,1565
9,10,Chandler,We'll just have to wait and see.,neutral,1565
0,1,Joey,Why does life have to be so cruel sometimes?,sadness,1566
1,2,Phoebe,"I know, it's hard to see the good when everything seems to be going wrong.",sadness,1566
2,3,Joey,"I just wish things could be different, you know?",sadness,1566
3,4,Phoebe,"We can't change the past, but we can try to make the best of what we have now.",sadness,1566
4,5,Joey,"I guess you're right, but it's just so hard to stay positive when everything feels so bleak.",sadness,1566
5,6,Stage Director,"Back on in 30 seconds, people!",neutral,1566
6,7,Joey,I don't know if I can do this right now.,sadness,1566
7,8,Phoebe,"You can, Joey. We'll get through this together.",sadness,1566
8,9,Joey,"Thanks, Phoebe. I don't know what I'd do without you.",sadness,1566
9,10,PBS Volunteer,"Hey, no way, I'm in the shot, man.",anger,1566
10,11,Joey,"Come on, man! You've been here all day!",anger,1566
11,12,PBS Volunteer,"Yeah, I-I'm taking pledges here, eh?",neutral,1566
12,13,Stage Director,"We're on in 3, 2...",neutral,1566
13,14,Gary Collins,Welcome back to our fall telethon. Now if you've been enjoying the performance of...,neutral,1566
0,1,Ross,I can't believe it's really over between us.,sadness,1567
1,2,Mona,"I know, it's hard to accept the truth sometimes.",sadness,1567
2,3,Rachel,I never meant to hurt either of you.,sadness,1567
3,4,Ross,"We all make mistakes, but this one hurts more than anything.",sadness,1567
4,5,Mona,I just wish things could have been different.,sadness,1567
5,6,Rachel,"We can't change the past, but we can try to make the best of the future.",neutral,1567
0,1,Rachel,I can't believe they're really gone.,sadness,1568
1,2,Chandler,"I know, it's hard to accept that we won't see them again.",sadness,1568
2,3,Monica,I keep thinking about all the good times we had together.,sadness,1568
3,4,Joey,I'm going to miss them so much.,sadness,1568
4,5,Ross,Maybe we could do something to honor their memory.,sadness,1568
5,6,Phoebe,"That's a great idea, Ross. We could plant a tree in their honor.",neutral,1568
6,7,Rachel,I think they would have liked that.,sadness,1568
7,8,Chandler,"We'll always have the memories, but it's still hard to say goodbye.",sadness,1568
0,1,Phoebe,I can't believe I missed out on the London trip again.,sadness,1569
1,2,Joey,"We felt bad about that, so we thought of a plan to cheer you up.",neutral,1569
2,3,Phoebe,What is it?,sadness,1569
3,4,Monica,We decided to have a picnic in Central Park.,joy,1569
4,5,Phoebe,That's not the same as London!,sadness,1569
5,6,Chandler,"Well, I thought it was a good idea.",sadness,1569
6,7,Rachel,We just wanted to make you feel better.,sadness,1569
7,8,Phoebe,"I appreciate it, but I'm still sad about missing London.",sadness,1569
8,9,Joey,We'll make it up to you somehow.,neutral,1569
9,10,Monica,Let's just enjoy the picnic and make the best of it.,joy,1569
0,1,Rachel,I can't believe we have to move out of our apartment.,sadness,1570
1,2,Phoebe,"I know, it's really sad. But we'll find a new place that we'll all love.",sadness,1570
