,Utterance_ID,Speaker,Utterance,Emotion,Dialogue_ID
3,4,Rachel,Oh my God! You are giving this a lot of thought.,surprise,2422
4,5,Ross,"Yeah, it's hard okay, I only have two spots left.",neutral,2422
5,6,Chandler,"All right, so who do you got it narrowed down to?",neutral,2422
6,7,Ross,"Okay, Elizabeth Hurley...",joy,2422
7,8,Chandler,"Oooh-hoo, very attractive, forgiving.",surprise,2422
8,9,Ross,Susan Sarandon.,neutral,2422
9,10,Chandler,"Eh, y'know what, she’s too political, she probably wouldn’t let you do it, unless you donated four cans of food first.",disgust,2422
10,11,Ross,And!! Isabella Rossellini.,joy,2422
11,12,Chandler,"Ooh-hoo. Very hot, very sexy. But ah, y'know she’s too international, y'know she’s never gonna be around.",joy,2422
12,13,Rachel,So?,neutral,2422
13,14,Chandler,"So, you gotta play the odds, pick somebody who’s gonna be in the country like all the time.",neutral,2422
14,15,Rachel,"Yeah, ‘cause that’s why you won’t get Isabella Rossellini, geography.",neutral,2422
15,16,Ross,"Fine, how about... Winona Ryder?",surprise,2422
16,17,Chandler,"Winona Ryder? Yeah, she's great! She's American and she's always in the States!",joy,2422
17,18,Rachel,You really think Winona Ryder would ever sleep with Ross?,surprise,2422
18,19,Chandler,"Well, I guess we'll never know since Ross will never have the guts to ask her.",joy,2422
19,20,Ross,"Hey, you never know! Maybe I'll run into her at a museum or something.",surprise,2422
20,21,Rachel,And then what? You'll just casually bring up your list of five celebrities?,surprise,2422
21,22,Ross,"No, I'll play it cool. I'll just act surprised to see her.",neutral,2422
22,23,Chandler,"Oh, I can see it now... 'Oh my God, Winona Ryder? In my museum? What are the odds?'",joy,2422
23,24,Rachel,You guys really need to get out more.,neutral,2422
0,1,Chandler,Are there no conscious men in the city for you two?,sadness,2423
1,2,Monica,He doesn't have anyone.,neutral,2423
2,3,Phoebe,"Yeah, we-we feel kinda responsible.",anger,2423
3,4,Joey,I can't believe you said woowoo. I don't even say woowoo.,disgust,2423
4,5,Rachel,"Oh, she's coming up! She's coming up!",joy,2423
5,6,Jay Leno,"Folks, when we come back we'll be talking about her new book, 'Euphoria Unbound': the always interesting Nora Tyler Bing.",neutral,2423
6,7,Jay Leno,You might wanna put the kids to bed for this one.,neutral,2423
7,8,Chandler,"Y'know, we don't have to watch this.",neutral,2423
8,9,Rachel,"No way, forget it.",joy,2423
9,10,Joey,"C'mon, she's your mom!",anger,2423
10,11,Chandler,Exactly.,neutral,2423
11,12,Rachel,"Chandler, I gotta tell you, I love your mom's books!",joy,2423
12,13,Rachel,I love her books!,joy,2423
13,14,Rachel,I cannot get on a plane without one!,joy,2423
14,15,Rachel,"I mean, this is so cool!",joy,2423
15,16,Chandler,"Yeah, well, you wouldn't think it was cool if you're eleven years old and all your friends are passing around page 79 of 'Mistress Bitch'.",disgust,2423
16,17,Ross,"C'mon, Chandler, I love your mom. I think she's a blast.",joy,2423
0,1,Fireman No. 1,What seems to be the problem here?,surprise,2424
1,2,Monica,I think our kitchen is... on fire!,fear,2424
2,3,Fireman No. 2,How did this happen?,neutral,2424
3,4,Rachel,"Well, it's kind of a funny story. We were trying to make a special Valentine's Day dinner...",joy,2424
4,5,Fireman No. 3,"It's okay, you don't have to explain.",neutral,2424
5,6,Fireman No. 3,This isn't the first romantic dinner gone wrong we've seen.,neutral,2424
6,7,Fireman No. 1,You're our third call tonight for the same reason.,surprise,2424
7,8,Monica,Really? That surprises me!,surprise,2424
8,9,Fireman No. 2,"Oh, sure. Valentine's Day is our busiest night of the year for these kinds of things.",neutral,2424
0,1,Joey,"Chandler, Chandler, y'know what we should do? You and I should go out and get some new sunglasses.",joy,2425
1,2,Chandler,"What? No, I want to watch this. Did your cable go out?",joy,2425
2,3,Joey,"No, that's not it.",neutral,2425
3,4,Chandler,"Joey, why is your cable out?",sadness,2425
4,5,Joey,"I uh, oh! Because, uh, I haven't really paid the bill.",sadness,2425
5,6,Chandler,"If you need money, will you please-please just let me loan you some money?",neutral,2425
6,7,Joey,"No, Chandler.",neutral,2425
7,8,Joey,"Look, forget about it, okay?",anger,2425
8,9,Joey,"Look, I know things have been a little tight since Janine moved out.",sadness,2425
9,10,Chandler,Whoa ho.,joy,2425
10,11,Joey,I know!,surprise,2425
11,12,Joey,"Yeah, but, look I can handle it.",neutral,2425
12,13,Joey,All right?,neutral,2425
13,14,Joey,"Look, I can listen to the radio, huh?",neutral,2425
14,15,Joey,And Ross gave me this great book (holds up the,neutral,2425
15,16,Chandler,Paid your phone bill?,neutral,2425
16,17,Joey,Not so much.,neutral,2425
17,18,Chandler,"Joey, what is going on with you?",surprise,2425
18,19,Joey,"I don't know, Chandler. I just feel like my life is turning upside down!",surprise,2425
19,20,Chandler,"Well, let's figure this out. One thing at a time, okay?",neutral,2425
20,21,Joey,"Okay, okay. I guess I could use some help.",surprise,2425
0,1,Rachel,"Oh my gosh, Joshua, your parents are here already?",surprise,2426
1,2,Joshua,"Yeah, I wasn't expecting them either. They're early!",surprise,2426
2,3,Mrs. Burgin,"Hello, Rachel. What a... unique dress you're wearing.",neutral,2426
3,4,Rachel,"Oh, thank you! It's actually a design from Milan. I'm testing it out for my job.",joy,2426
4,5,Mr. Burgin,"That's... quite something. We were thinking of going out for dinner. Would you like to join us, Rachel?",neutral,2426
5,6,Rachel,"Oh, I'd love to, but I wasn't expecting to go out like this. Can I change real quick?",surprise,2426
6,7,Mrs. Burgin,"No, no, wear the dress! We're curious to see how people react to it.",neutral,2426
7,8,Rachel,"Oh, um, alright then. Let's go!",surprise,2426
8,9,Joshua,This should be interesting...,neutral,2426
0,1,Dr. Ledbetter,I must say it's nice to see you back on your feet.,joy,2427
1,2,Ross,Well I am that. And that whole rage thing is definitely behind me.,neutral,2427
2,3,Dr. Ledbetter,I wonder if its time for you to rejoin our team at the museum?,neutral,2427
3,4,Ross,"Actually, I've been thinking about a change of pace. I might start my own paleontology research lab!",surprise,2427
4,5,Dr. Ledbetter,"That's a bold move, Ross. Are you sure you're ready for that kind of commitment?",surprise,2427
5,6,Ross,I've never been more sure of anything in my life. I've got some groundbreaking ideas that I can't wait to explore!,joy,2427
6,7,Dr. Ledbetter,"Well, if anyone can make it happen, it's you. Your passion for the field is unmatched.",joy,2427
7,8,Ross,"Thank you, Dr. Ledbetter. I can't wait to dive in and see what I can discover!",joy,2427
8,9,Dr. Ledbetter,"Just remember, the scientific community can be a small world. Don't burn any bridges, okay?",neutral,2427
9,10,Ross,"Don't worry, I won't. This is a new chapter for me, and I'm going to make the most of it!",joy,2427
0,1,Monica,You'll never believe who I ran into at the grocery store today!,surprise,2428
1,2,Ross,Who?,neutral,2428
2,3,Monica,Janice!,surprise,2428
3,4,Chandler,"Oh my God, really?",surprise,2428
4,5,Monica,"Yeah, she's back in town for a visit.",neutral,2428
5,6,Phoebe,"Wow, that's crazy!",surprise,2428
6,7,Joey,I thought she moved to Yemen!,surprise,2428
7,8,Monica,Apparently she's back for good.,neutral,2428
8,9,Chandler,"Well, I guess I better start practicing my 'Oh...my...God' voice again.",joy,2428
9,10,Ross,What was it like seeing her again?,neutral,2428
10,11,Monica,"It was so strange, like stepping into a time machine.",surprise,2428
0,1,Pete,"Oh, one other thing. Hoshi thinks that you being ringside may have affected my concentration.",neutral,2429
1,2,Monica,Yeah. That-that was the problem.,neutral,2429
2,3,Chandler,"Excuse me, Doug? Hey there sports fan!!",joy,2429
3,4,Doug,Bing! You got those numbers for me?,joy,2429
4,5,Monica,"Wait a minute, did you just call Chandler 'Doug'? And 'sports fan'?",surprise,2429
5,6,Chandler,"What? No, I didn't.",surprise,2429
6,7,Monica,"Chandler, that's not your name.",surprise,2429
7,8,Chandler,I know that. I didn't call myself Doug.,surprise,2429
8,9,Doug,I'm Doug. Are you talking about me?,surprise,2429
9,10,Chandler,"No, I was talking to... Oh my God, I don't know.",surprise,2429
10,11,Monica,What is going on here?,surprise,2429
11,12,Pete,I think we just witnessed a real-life 'Who's on First' moment.,joy,2429
0,1,Joey,"Guys, you won't believe what happened to me today!",surprise,2430
1,2,Ross,What? Did you finally get that role you auditioned for?,neutral,2430
2,3,Joey,"No, even better! I ran into my old high school sweetheart, Angela, on the street.",joy,2430
3,4,Chandler,"Wait, the same Angela you haven't seen in like 10 years?",surprise,2430
4,5,Joey,"Yeah, that's the one! And guess what? She's single now!",joy,2430
5,6,Rachel,"Wow, Joey, that's amazing! Are you going to see her again?",surprise,2430
6,7,Joey,"Yeah, we're having dinner tomorrow night!",joy,2430
7,8,Ross,"Well, that's quite a surprise. I hope it goes well.",neutral,2430
8,9,Chandler,I can't believe Angela is back in your life. What a twist of fate!,surprise,2430
0,1,Phoebe,"Chandler, where have you been?",surprise,2431
1,2,Chandler,"I was just in the bathroom, why?",neutral,2431
2,3,Phoebe,You won't believe what just happened!,surprise,2431
3,4,Ross,What? What happened?,surprise,2431
4,5,Phoebe,I accidentally walked into the men's restroom!,surprise,2431
5,6,Monica,And? What's the big deal?,neutral,2431
6,7,Phoebe,And I saw Joey... brushing his teeth!,surprise,2431
7,8,Ross,In the men's room?,surprise,2431
8,9,Phoebe,Yes! Can you believe it?,surprise,2431
9,10,Chandler,"Actually, I can. Joey's always been a bit of a wildcard.",joy,2431
10,11,Ross,Unbelievable. I thought he was just napping on the couch.,surprise,2431
0,1,Kim,"So, we're decided, no on plaid, yes on pink?",neutral,2432
1,2,Nancy,Absolutely!,joy,2432
2,3,Rachel,I am so on board!,joy,2432
3,4,Kim,Rachel didn't you just light that?,neutral,2432
4,5,Rachel,"Yeah, I did, but y'know what? I am really, really trying to cut back, y'know?  Good luck, Rach.",neutral,2432
5,6,Nancy,I've actually been thinking about quitting lately.,neutral,2432
6,7,Kim,"Oh sure, every Sunday night I'm telling myself I'm quitting but every Monday morning it's like,",disgust,2432
7,8,Nancy,Tell me about it!,neutral,2432
8,9,Rachel,Well then let's just quit! We'll just quit! Let's all quit!,joy,2432
9,10,Kim,It does sound appealing.,neutral,2432
10,11,Nancy,"Oh, I never could do it.",joy,2432
11,12,Rachel,Oh but you could.,neutral,2432
12,13,Rachel,You can.,neutral,2432
13,14,Rachel,Absolutely!,joy,2432
14,15,Rachel,We can help each other out!,joy,2432
15,16,Rachel,We can get--what are those--those patches!,neutral,2432
16,17,Rachel,We could be like the Patch Sisters!,joy,2432
17,18,Kim,"Oh y'know, we really should quit. Okay, let's quit!",joy,2432
18,19,Rachel,Yes! Great! Give me those cigs! Give it! Give it!,joy,2432
19,20,Kim,My late husband gave me that lighter.  I'm not kidding.,sadness,2432
20,21,Rachel,Okay then!,joy,2432
0,1,Monica,"Hey everyone, guess what?",joy,2433
1,2,Ross,"What is it, M?",neutral,2433
2,3,Monica,I have a huge surprise for all of you!,joy,2433
3,4,Chandler,Are we getting a puppy?,surprise,2433
4,5,Monica,"No, even better!",joy,2433
5,6,Rachel,What could be better than a puppy?,surprise,2433
6,7,Monica,We're all going on a trip to Hawaii!,joy,2433
7,8,Joey,Hawaii? Really?,surprise,2433
8,9,Phoebe,"Oh my God, I've always wanted to go to Hawaii!",surprise,2433
9,10,Ross,How did you manage that?,surprise,2433
10,11,Monica,My new job comes with some travel perks!,joy,2433
11,12,Chandler,"Well, let's start packing!",joy,2433
12,13,Rachel,I can't believe this!,surprise,2433
13,14,Phoebe,This is the best surprise ever!,joy,2433
0,1,Joey,"Kate, I don't understand. What's going on?",surprise,2434
1,2,Kate,"I... I can't do this anymore, Joey.",sadness,2434
2,3,Joey,Can't do what?,surprise,2434
3,4,Kate,This! Us! This whole relationship!,anger,2434
4,5,Joey,What are you talking about?,surprise,2434
5,6,Kate,I've met someone else.,neutral,2434
6,7,Joey,What?! When?,surprise,2434
7,8,Kate,On the set of the play. It just happened.,neutral,2434
8,9,Joey,You're leaving me for the director?,surprise,2434
9,10,Kate,"No, not the director. The stagehand, Tom.",neutral,2434
10,11,Joey,The stagehand? But he's just a kid!,surprise,2434
11,12,Kate,"He's 24, Joey. And he makes me happy.",joy,2434
12,13,Joey,I... I don't know what to say.,surprise,2434
13,14,Kate,"There's nothing to say. It's over, Joey.",sadness,2434
14,15,Joey,But we were gonna move in together!,surprise,2434
15,16,Kate,"I know. I'm sorry, Joey.",sadness,2434
16,17,Joey,I can't believe this is happening...,surprise,2434
0,1,Stevens,"Oh, excuse me. I forgot my briefcase y'know, by accident.",neutral,2435
1,2,Doug,"Of course, you did.",joy,2435
2,3,Doug,Forgot something else too ya bastard!,joy,2435
3,4,Doug,"Well, what about you?",neutral,2435
4,5,Doug,You’re not feeling left out or anything are ya?,neutral,2435
5,6,Chandler,"No. No, not at all, that’s-that’s ridiculous.",sadness,2435
6,7,Doug,"Everybody else got one, and you want one too. Don’t you?",joy,2435
7,8,Chandler,"Ye-ye-yeah, yes I do!",sadness,2435
8,9,Doug,"Now get on out of here, you!",joy,2435
9,10,Chandler,"Wait, what's this? A surprise party?",surprise,2435
10,11,Doug,Surprise! We all chipped in to get you your own briefcase!,joy,2435
11,12,Stevens,And we filled it with office supplies!,neutral,2435
12,13,Chandler,I'm touched. I really didn't expect this.,surprise,2435
13,14,Doug,"That's why it's a surprise! Now let's get back to work, everyone.",joy,2435
0,1,Joey/Drake,I can't believe you actually went through with it!,surprise,2436
1,2,Joey/Drake,"You really thought you could get away with it, didn't you?",surprise,2436
2,3,Joey/Drake,"I'm not even mad, I'm just... amazed.",surprise,2436
3,4,Joey/Drake,But you know what? I've got proof now.,neutral,2436
4,5,Joey/Drake,And I'm going to make sure everyone knows the truth.,anger,2436
5,6,Joey/Drake,"Brother or not, you need to be held accountable.",disgust,2436
0,1,Rachel,"Mom, would you relax. That was 10 blocks from here and the woman was walking alone at night, I would never do that.",sadness,2437
1,2,Rachel,"Mom, c'mon, stop worrying. This is a safe street, this is a safe building, there's nothing.",fear,2437
2,3,Stranger,Hi.,neutral,2437
3,4,Rachel,"Hi, hi can I help you?",joy,2437
4,5,Stranger,"Yeah, I'm looking for Phoebe, does she still live here?",neutral,2437
5,6,Rachel,"Uh, no she doesn't but I can, I can get a message to her.",neutral,2437
6,7,Stranger,"Great. Uhh, just tell her her husband stopped by.",neutral,2437
7,8,Rachel,What?,surprise,2437
8,9,Stranger,"Hey, how, how did you do that?",surprise,2437
9,10,Rachel,Do what?,surprise,2437
10,11,Stranger,You just sounded exactly like Phoebe!,surprise,2437
11,12,Rachel,"Oh my God, you're not Phoebe's husband, are you?",surprise,2437
12,13,Stranger,"No, I'm her brother!",surprise,2437
13,14,Rachel,"Oh, thank goodness. Phoebe's going to be so surprised to see you!",joy,2437
14,15,Stranger,I hope so. It's been a long time.,neutral,2437
15,16,Rachel,"Well, she's going to be thrilled. Come on in, I'll go get her.",joy,2437
16,17,Stranger,Thanks. I can't wait to see the surprise on her face!,joy,2437
0,1,Rachel,Do you remember where the duck food is?,neutral,2438
1,2,Phoebe,"Yeah, it's in the guys' apartment under the sink. Why?",surprise,2438
2,3,Rachel,Because I'm going to London.,neutral,2438
3,4,Phoebe,What?! What do you mean you're going to London?,surprise,2438
4,5,Rachel,"Yeah, I have to tell Ross that I love him.",neutral,2438
5,6,Phoebe,"Rachel, you can't go! Ross loves Emily!",surprise,2438
6,7,Rachel,"Yeah, I know, I know, I know he does.",surprise,2438
7,8,Rachel,But I have to tell him how I feel!,sadness,2438
8,9,Phoebe,That's not why you're going!,surprise,2438
9,10,Phoebe,"You're going because you hope he's gonna say, 'Yeah, I love you too, Rach. Forget that British chippy.'",surprise,2438
10,11,Rachel,Ohh—Do you think he will?!,surprise,2438
11,12,Phoebe,No!,sadness,2438
12,13,Phoebe,Because he's in love with the British chippy!,surprise,2438
13,14,Rachel,"Y'know what? No. It's not over until someone says, 'I do.'",anger,2438
14,15,Phoebe,"I do! I do! I do! I do! Ugh, like I can really chase you. I'm carrying a litter.",joy,2438
0,1,Joey,"Hmmm, soup!",joy,2439
1,2,Carol,"Joey, Ross is gonna be here any second, would you mind watching Ben for me while I use the ladies' room?",neutral,2439
2,3,Joey,"Oh yeah, no problem.",neutral,2439
3,4,Carol,Thanks.,neutral,2439
4,5,Joey,"Hi Ben! So you wanna be an actor huh? I gotta tell ya, it's no picnic. There's tons of rejection.",sadness,2439
5,6,Ross,Joey!,surprise,2439
6,7,Joey,"Ross, you're here early! I didn't expect you for another hour.",surprise,2439
7,8,Ross,"Yeah, my meeting got canceled, so I thought I'd surprise you guys.",joy,2439
8,9,Joey,"Well, you definitely surprised me! I thought you were still at work.",surprise,2439
9,10,Ross,I guess I'm just full of surprises today!,joy,2439
10,11,Ben,"Uncle Joey, I didn't know you wanted to be an actor too!",surprise,2439
11,12,Joey,"Oh, yeah! It's a tough business, but it's a lot of fun too.",neutral,2439
12,13,Ross,"Hey, maybe we could all go to a movie together later, and Joey can share some acting stories with us!",joy,2439
13,14,Joey,"That sounds great, Ross! I've got some wild stories to tell!",joy,2439
14,15,Carol,That sounds like a lot of fun! We'll have our own little family movie night!,joy,2439
0,1,Ross,"Hey, both you guys should be up there with me.",neutral,2440
1,2,Chandler,Thanks man.,neutral,2440
2,3,Joey,I gotta go check something over here.,neutral,2440
3,4,Chandler,What a baby.,sadness,2440
4,5,Ross,Total wuss!,sadness,2440
5,6,Joey,"Guys, you won't believe what I just found!",surprise,2440
6,7,Chandler,What is it?,surprise,2440
7,8,Ross,Did you find a dinosaur bone?,joy,2440
8,9,Joey,"No, even better! I found a winning lottery ticket!",surprise,2440
9,10,Chandler,Get out! Are you serious?,surprise,2440
10,11,Ross,Let me see that!,surprise,2440
11,12,Joey,"Guys, I think we're gonna be rich!",joy,2440
0,1,Elizabeth,"Ross, I have something to tell you, and it's going to be a bit of a shock.",neutral,2441
1,2,Ross,What? What is it?,surprise,2441
2,3,Elizabeth,Do you remember that time in class when I accidentally knocked over my coffee on your notes?,neutral,2441
3,4,Ross,"Yeah, how could I forget? I still have the coffee-stained notes.",joy,2441
4,5,Elizabeth,"Well, I wasn't entirely truthful about that. I did it on purpose.",neutral,2441
5,6,Ross,What? Why would you do that?,surprise,2441
6,7,Elizabeth,"Because I wanted to talk to you, but I was too nervous to approach you.",neutral,2441
7,8,Ross,"Elizabeth, I'm... I'm speechless.",surprise,2441
8,9,Elizabeth,"And there's something else. I've been harboring feelings for you since that class, but I was too afraid to tell you.",neutral,2441
9,10,Ross,I... I don't know what to say. I had no idea.,surprise,2441
10,11,Elizabeth,"I know it's a lot to take in, but I wanted to be honest with you.",neutral,2441
11,12,Ross,I'm just... I'm really surprised. But I'm also flattered.,surprise,2441
12,13,Elizabeth,"So, what do you think?",neutral,2441
13,14,Ross,I think... I think we should talk more about this. But not here. Perhaps we could grab a coffee?,surprise,2441
14,15,Elizabeth,I'd like that.,joy,2441
0,1,Mr. Posner,"You have a very impressive resume, Ms. Green. I especially like what I see here about implementing a new filing system.",joy,2442
1,2,Rachel,Thank you.,joy,2442
2,3,Joanna,Filing system?,neutral,2442
3,4,Joanna,Oh-oh!,surprise,2442
4,5,Joanna,You mean those-those little colored labels you put on all the folders?,neutral,2442
5,6,Joanna,It certainly did brighten up the inside of the filing cabinets.,joy,2442
6,7,Rachel,"Well, they uh, they-they do more than that.",neutral,2442
7,8,Mrs. Lynch,I notice that you’ve been trusted with a lot of rather important responsibilities.,neutral,2442
8,9,Rachel,"Yes, Joanna really has been an incredible mentor to me.",joy,2442
9,10,Joanna,Oh. And Rachel has been really incredible in getting my morning bagel for me. It’s amazing how she gets it right almost...,joy,2442
10,11,Rachel,"I-I-I of course, I have more responsibilities than that.",neutral,2442
11,12,Joanna,"Oh yes, well there’s the coffee too. Rachel can carry two things at once!",joy,2442
12,13,Mr. Posner,"Yes, that’s very good. Now a uh, big part of this job is cultivating personal relationships, especially with designers.",neutral,2442
13,14,Rachel,"Yes, I realize that.",neutral,2442
14,15,Joanna,"And Rachel shouldn’t have any problem with that. The only problem might be getting a little too friendly, if you know what I mean.",neutral,2442
15,16,Rachel,I love working with designers!,joy,2442
16,17,Joanna,"With them, under them, what’s the difference? Eh, Rach?",neutral,2442
0,1,Rachel,"Phoebe, you'll never guess what I just found out!",surprise,2443
1,2,Phoebe,What? What is it?,surprise,2443
2,3,Rachel,Remember how we were talking about having a backup plan for marriage?,neutral,2443
3,4,Phoebe,"Yeah, and I told you I already have one with Joey.",neutral,2443
4,5,Rachel,"Well, I was cleaning out the closet today, and I found an old letter from Monica.",neutral,2443
5,6,Phoebe,Okay...,neutral,2443
6,7,Rachel,"And it says that if neither of us are married by the time we're 40, we have to marry each other!",surprise,2443
7,8,Phoebe,What?! Monica and you?,surprise,2443
8,9,Rachel,Yes! Can you believe it?,surprise,2443
9,10,Phoebe,"Oh my God, we could end up being sisters!",surprise,2443
10,11,Rachel,"I know, right? And the best part is, we don't even have to worry about finding love anymore!",joy,2443
11,12,Phoebe,"Wait, does Monica know about my deal with Joey?",fear,2443
12,13,Rachel,I don't think so. But can you imagine their faces when they find out?,joy,2443
13,14,Phoebe,"Oh, this is too much! I can't wait to see their reactions!",surprise,2443
0,1,Ross,"Ok, when you walk in the museum, take the right, that's the antiquities wing.",neutral,2444
1,2,Chandler,Why are you sending them to the antiquities wing? They're not even interested in that!,surprise,2444
2,3,Ross,"I know, but I want to surprise them with something special.",neutral,2444
3,4,Monica,What's the surprise? You've been so mysterious about this!,surprise,2444
4,5,Ross,"If I told you, it wouldn't be a surprise anymore!",joy,2444
5,6,Rachel,"Ross, I just got a call from the museum. They said there's been a mix-up with our reservation.",surprise,2444
6,7,Ross,"What? No, that can't be right. I booked it months ago!",anger,2444
7,8,Rachel,They said they don't have any record of it. I'm so confused!,surprise,2444
8,9,Ross,"Alright, let me call them. This has to be some kind of mistake.",neutral,2444
9,10,Chandler,"Dude, what if they can't fix the reservation? Your surprise will be ruined!",fear,2444
10,11,Ross,"I don't know, but I have to try. This surprise means a lot to me.",neutral,2444
0,1,Monica,"Hey, what's up?",neutral,2445
1,2,Rachel,You'll never believe what just happened!,surprise,2445
2,3,Monica,What? What is it?,surprise,2445
3,4,Rachel,I just saw Danny getting on the subway with a girl and he had his arm around her.,surprise,2445
4,5,Monica,No way! Are you sure it was him?,surprise,2445
5,6,Rachel,"Yes, I'm positive. I was so shocked, I didn't know what to do.",surprise,2445
6,7,Monica,"Wow, this is crazy. I mean, he was just asking about you the other day.",surprise,2445
7,8,Rachel,"I know, right? I thought we had a connection. Guess I was wrong.",sadness,2445
8,9,Monica,"Well, maybe there's an explanation. Maybe she's just a friend or something.",neutral,2445
9,10,Rachel,"Maybe. But either way, I think I need to have a talk with him.",neutral,2445
10,11,Monica,"Yeah, I think that's a good idea. Just try to stay calm and hear him out, okay?",neutral,2445
0,1,Rachel,"Hey, Mon, I was just doing the dishes!",neutral,2446
1,2,Ross,Hey!,joy,2446
2,3,Rachel,Oh! It’s you.  Hi.,surprise,2446
3,4,Ross,What's up? You seem surprised to see me.,surprise,2446
4,5,Rachel,"Oh, it's just that I wasn't expecting you. I thought you were Monica.",surprise,2446
5,6,Ross,"Wait, Monica was here?",surprise,2446
6,7,Rachel,"No, I just thought she was coming over to help with the dishes.",neutral,2446
7,8,Ross,"Oh, well, I can help if you want.",joy,2446
8,9,Rachel,Really? That would be great!,surprise,2446
9,10,Ross,"Sure, why not? It's the least I can do.",joy,2446
10,11,Rachel,"Wow, I'm really surprised. Thanks, Ross!",surprise,2446
0,1,Ross,"Well, there's no way I'm gonna get a shot.",fear,2447
1,2,Ross,"Maybe they can take the needle and thquirt it into my mouth, you know, like a thquirt gun.",fear,2447
2,3,Monica,"Doctor, can I see you for just a minute please? My brother has a slight phobia about needles.",neutral,2447
3,4,Ross,Did you tell him about my thquirt gun idea?,neutral,2447
4,5,Monica,"My brother, the PhD would like to know if there's any way to treat this orally.",neutral,2447
5,6,Doctor,"No, under these circumstances it has to be an injection, and it has to be now.",neutral,2447
6,7,Ross,Tho?,neutral,2447
7,8,Doctor,I'm afraid so. But I have a surprise for you!,joy,2447
8,9,Ross,A surprise? What is it?,surprise,2447
9,10,Doctor,"We have a new needle-free injection method. It's a small, painless patch!",joy,2447
10,11,Ross,Really? That's incredible!,surprise,2447
11,12,Monica,"Wow, that's a game-changer!",surprise,2447
12,13,Ross,I can't believe it. I thought for sure I was going to have to get a shot.,surprise,2447
13,14,Doctor,"Well, sometimes medical advancements can be quite surprising!",joy,2447
0,1,Ross,Did you hear about the new AI that can predict the future with 99% accuracy?,neutral,2448
1,2,Chandler,No way! That's incredible!,surprise,2448
2,3,Ross,"Yeah, it's supposed to be able to analyze patterns and trends to make predictions.",neutral,2448
3,4,Monica,"So, what's the catch?",neutral,2448
4,5,Ross,"Well, the catch is that it's not available to the public yet.",neutral,2448
5,6,Chandler,"Wait a minute, if it's not available to the public, how did you hear about it?",surprise,2448
6,7,Ross,I have my sources.,neutral,2448
7,8,Monica,What kind of sources?,neutral,2448
8,9,Ross,I can't tell you that.,neutral,2448
9,10,Chandler,"Wait, wait, wait. Are you saying that you have access to this AI?",surprise,2448
10,11,Ross,"Maybe I do, maybe I don't.",neutral,2448
11,12,Monica,"Ross, if you have access to this AI, you have to tell us what it predicts for the future!",surprise,2448
12,13,Ross,I'm not sure I should...,neutral,2448
13,14,Chandler,"Come on, Ross! We're your friends! If you have information about the future, you have to share it with us!",surprise,2448
14,15,Ross,"Okay, fine. But you have to promise not to tell anyone.",neutral,2448
15,16,Monica,We promise!,surprise,2448
16,17,Chandler,Cross our hearts!,surprise,2448
0,1,Rachel,"Okay umm, Ross?",neutral,2449
1,2,Rachel,"I'm-I'm really warm, so I'm going to be taking off my sweater.",neutral,2449
2,3,Rachel,"Now, I'm just letting you know that this is...",neutral,2449
3,4,Ross,Yep! That's hilarious!,joy,2449
4,5,Rachel,I'm sorry. I'm done. I'm done.,neutral,2449
5,6,Ross,"Y'know, last night was embarrassing for you too.",neutral,2449
6,7,Rachel,"No, not really. I mean you've seen me naked hundreds of times.",neutral,2449
7,8,Ross,Uh-huh. But it was a first for the rest of my building.,neutral,2449
8,9,Rachel,"Okay. All right, that's true! But y'know I just don't embarrass that easily.",neutral,2449
9,10,Ross,What?! You totally get embarrassed!,surprise,2449
10,11,Rachel,"No, I don't! Ross, I think I'm just a more secure person than you are.",neutral,2449
11,12,Ross,Is that so?,neutral,2449
12,13,Rachel,Yeah.,neutral,2449
13,14,Ross,Hey lady! I don't care how much you want it! Okay?! I am...,disgust,2449
0,1,Phoebe,"Oh my God, Joey, you'll never believe what just happened!",surprise,2450
1,2,Joey,What? What is it?,surprise,2450
2,3,Phoebe,I just got a call from my agent. I got the part in that movie!,joy,2450
3,4,Joey,"That's great, Pheebs! But... what movie?",neutral,2450
4,5,Phoebe,"The one you auditioned for, about the three Italian brothers!",surprise,2450
5,6,Joey,What? No way!,surprise,2450
6,7,Phoebe,"Way! I'm gonna be a movie star, Joey!",joy,2450
7,8,Monica,"Guys, this is unbelievable!",surprise,2450
8,9,Joey,"I can't believe it. I mean, I knew I was gonna get it, but...",surprise,2450
9,10,Phoebe,"But what, Joey?",neutral,2450
10,11,Joey,But I'm a little scared. This is my first big movie role!,fear,2450
11,12,Phoebe,"You'll do great, Joey. You're gonna be amazing!",joy,2450
12,13,Monica,"And we'll all be there to support you, Joey!",joy,2450
13,14,Joey,"Thanks, guys. I'm so surprised, but I'm really excited!",surprise,2450
0,1,Phoebe,You won't believe what I found in the trash can!,surprise,2451
1,2,Joey,What? A treasure map?,surprise,2451
2,3,Phoebe,"No, even better. A half-eaten candy bar!",joy,2451
3,4,Joey,You ate my candy bar? That's disgusting!,anger,2451
4,5,Phoebe,"Relax, I didn't eat it. But can you believe someone threw it away?",surprise,2451
5,6,Joey,"I mean, I would've finished it, but I'm surprised too.",surprise,2451
0,1,Rachel,"Guys, guess what?",joy,2452
1,2,Chandler,What?,neutral,2452
2,3,Rachel,Mona from the wedding is here!,surprise,2452
